,Customer_placed_order_datetime,Placed_order_with_restaurant_datetime,Driver_at_restaurant_datetime,Delivered_to_consumer_datetime,Driver_ID,Restaurant_ID,Consumer_ID,Is_New,Delivery_Region,Is_ASAP,Order_total,Amount_of_discount,Amount_of_tip,Refunded_amount,Total_time_elapsed
12741,11 22:12:40,11 23:27:12,11 23:38:28,11 23:54:52,290,328,58721,FALSE,San Jose,FALSE,47.37,0,5.69,0,0 days 01:42:12.000000000
12742,17 20:22:43,17 20:32:04,17 20:45:46,17 21:22:04,123,337,58721,FALSE,San Jose,TRUE,18.94,0,1.78,0,0 days 00:59:21.000000000
12743,16 01:55:51,16 02:04:59,16 02:30:56,16 02:33:42,274,347,58820,TRUE,Mountain View,TRUE,32.81,0,1.23,0,0 days 00:37:51.000000000
12744,10 01:15:43,10 01:21:22,,10 01:42:23,98,5,58839,FALSE,Palo Alto,TRUE,70.65,0,3.53,0,0 days 00:26:40.000000000
12745,16 19:03:31,16 19:14:22,16 19:29:21,16 20:02:03,60,84,58839,FALSE,Palo Alto,TRUE,77.12,0,3.86,0,0 days 00:58:32.000000000
12746,26 01:49:08,26 02:18:20,,26 03:10:55,84,106,58839,FALSE,Palo Alto,TRUE,76.63,0,3.83,0,0 days 01:21:47.000000000
12747,28 18:42:31,28 18:49:09,28 18:58:01,28 19:17:12,319,205,58839,FALSE,Palo Alto,TRUE,29.27,0,1.46,0,0 days 00:34:41.000000000
12748,19 01:15:24,19 01:24:53,19 01:36:35,19 01:54:27,116,258,58839,FALSE,Palo Alto,TRUE,70.92,0,3.55,0,0 days 00:39:03.000000000
12749,29 22:54:00,29 22:58:57,29 23:41:17,30 00:12:08,358,107,58852,FALSE,Palo Alto,FALSE,91.75,0,5.98,77.07,0 days 01:18:08.000000000
12750,30 02:54:37,30 02:54:54,30 03:10:03,30 03:37:29,145,68,58857,FALSE,Palo Alto,TRUE,26.66,0,1.9,0,0 days 00:42:52.000000000
12751,27 04:44:49,27 04:46:05,,27 05:03:48,195,107,58863,FALSE,Palo Alto,TRUE,51.62,0,4.19,0,0 days 00:18:59.000000000
12752,19 00:55:08,19 01:03:13,19 01:16:05,19 01:32:50,182,271,58866,FALSE,San Jose,TRUE,88.68,0,7.58,21.81,0 days 00:37:42.000000000
12753,02 01:13:22,02 01:27:32,02 01:50:52,02 02:01:55,36,280,58866,TRUE,San Jose,TRUE,49.38,0,5.97,0,0 days 00:48:33.000000000
12754,10 01:20:54,10 01:32:22,10 02:03:15,10 02:20:49,189,280,58866,FALSE,San Jose,TRUE,34.18,0,5.13,0,0 days 00:59:55.000000000
12755,15 01:41:35,15 01:50:25,15 02:02:43,15 02:19:00,279,243,58907,TRUE,Mountain View,TRUE,70.87,0,2.98,0,0 days 00:37:25.000000000
12756,02 18:24:01,02 18:28:06,,02 19:09:51,36,125,58941,FALSE,San Jose,TRUE,31.77,0,1.18,0,0 days 00:45:50.000000000
12757,03 02:02:42,03 02:04:44,03 02:20:51,03 02:45:58,36,127,58941,FALSE,San Jose,TRUE,38.9,0,1.51,0,0 days 00:43:16.000000000
12758,25 01:43:25,25 01:50:30,25 01:56:11,25 02:17:51,303,142,58941,FALSE,San Jose,TRUE,34.82,0,1.32,0,0 days 00:34:26.000000000
12759,01 20:07:28,01 20:10:26,01 20:13:31,01 20:57:13,228,159,58941,TRUE,San Jose,TRUE,24.98,0,0.87,0,0 days 00:49:45.000000000
12760,06 03:28:22,06 03:34:17,06 04:34:01,06 04:54:02,36,169,58941,FALSE,San Jose,TRUE,34.76,0,1.32,0,0 days 01:25:40.000000000
12761,28 23:14:42,28 23:43:32,29 00:16:11,29 00:42:47,407,253,58941,FALSE,San Jose,FALSE,87.83,0,0,0,0 days 01:28:05.000000000
12762,10 01:23:17,10 02:29:53,10 02:40:28,10 02:56:23,304,154,58981,FALSE,San Jose,FALSE,41.24,0,4.86,9.06,0 days 01:33:06.000000000
12763,02 00:25:44,02 01:15:36,02 01:36:21,02 02:01:16,228,170,58981,FALSE,San Jose,FALSE,23.29,0,2.39,0,0 days 01:35:32.000000000
12764,04 18:39:21,04 18:42:43,04 19:06:06,04 19:26:26,343,170,58981,FALSE,San Jose,TRUE,29.82,0,2.98,0,0 days 00:47:05.000000000
12765,05 03:49:37,05 03:50:39,,05 04:30:56,177,343,59002,FALSE,San Jose,TRUE,28.78,0,5,0,0 days 00:41:19.000000000
12766,10 02:50:43,10 03:13:54,10 03:54:49,10 04:09:29,199,343,59002,FALSE,San Jose,TRUE,40.17,0,4.7,0,0 days 01:18:46.000000000
12767,17 01:31:51,17 01:40:03,17 01:48:25,17 02:16:31,227,160,59011,FALSE,San Jose,TRUE,21.22,0,1.06,0,0 days 00:44:40.000000000
12768,11 03:12:27,11 03:13:54,,11 03:47:52,177,186,59011,FALSE,San Jose,TRUE,23.4,6,1.17,0,0 days 00:35:25.000000000
12769,14 02:20:38,14 02:38:15,14 02:37:56,14 03:24:47,317,186,59011,FALSE,San Jose,TRUE,24.81,0,1.24,0,0 days 01:04:09.000000000
12770,27 21:37:19,27 21:41:16,,27 22:21:59,279,201,59011,TRUE,San Jose,TRUE,21.52,0,2.15,0,0 days 00:44:40.000000000
12771,07 02:27:24,07 02:39:54,,07 03:14:29,80,306,59032,TRUE,Mountain View,TRUE,37.16,0,2.86,0,0 days 00:47:05.000000000
12772,16 19:12:57,16 19:45:30,16 19:54:47,16 20:13:16,360,306,59032,FALSE,Mountain View,TRUE,23.07,0,1.57,0,0 days 01:00:19.000000000
12773,19 02:43:07,19 02:46:24,19 02:51:41,19 03:15:53,380,272,59070,FALSE,San Jose,TRUE,37.45,0,2.88,0,0 days 00:32:46.000000000
12774,23 02:32:40,23 02:38:19,,23 03:12:44,336,322,59070,FALSE,San Jose,TRUE,73.47,0,6.19,0,0 days 00:40:04.000000000
12775,04 01:52:10,04 01:55:50,,04 02:21:41,303,300,59071,TRUE,San Jose,TRUE,60.28,0,6.03,0,0 days 00:29:31.000000000
12776,19 01:51:53,19 02:11:30,19 02:19:59,19 02:40:52,147,233,59077,FALSE,Palo Alto,TRUE,82.22,0,10.49,0,0 days 00:48:59.000000000
12777,07 01:26:33,07 01:31:47,,07 02:12:04,50,2,59153,FALSE,Palo Alto,TRUE,32.1,0,2.4,0,0 days 00:45:31.000000000
12778,07 23:54:32,07 23:54:45,08 00:05:13,08 00:21:26,291,8,59153,FALSE,Palo Alto,TRUE,17.96,0,1.1,0,0 days 00:26:54.000000000
12779,06 02:09:14,06 02:21:01,,06 03:25:48,280,62,59175,FALSE,Palo Alto,TRUE,44.01,0,4.4,0,0 days 01:16:34.000000000
12780,05 03:01:30,05 03:05:48,,05 03:33:44,50,100,59175,FALSE,Palo Alto,TRUE,30.47,0,3.05,0,0 days 00:32:14.000000000
12781,10 01:38:29,10 01:41:16,10 01:48:37,10 02:04:51,60,9,59183,TRUE,Palo Alto,TRUE,34.82,0,5,0,0 days 00:26:22.000000000
12782,12 03:06:26,12 03:12:38,,12 03:48:31,288,100,59183,FALSE,Palo Alto,TRUE,43.46,0,5,0,0 days 00:42:05.000000000
12783,01 19:21:20,01 19:27:50,01 19:40:24,01 20:01:51,48,30,59195,FALSE,Palo Alto,TRUE,29.93,0,3.3,0,0 days 00:40:31.000000000
12784,28 00:52:18,28 01:55:25,28 01:30:11,28 02:04:37,131,346,59208,FALSE,San Jose,TRUE,38.63,6,1.93,0,0 days 01:12:19.000000000
12785,13 03:48:06,13 03:48:43,13 03:58:06,13 04:10:45,141,76,59243,FALSE,Mountain View,TRUE,62.28,0,3.11,0,0 days 00:22:39.000000000
12786,20 03:34:31,20 03:35:12,20 03:44:49,20 04:23:07,36,169,59600,TRUE,San Jose,TRUE,45.69,6,4.57,0,0 days 00:48:36.000000000
12787,23 03:24:16,23 03:24:43,23 03:39:21,23 04:51:44,334,170,59600,FALSE,San Jose,TRUE,49.99,0,4.04,0,0 days 01:27:28.000000000
12788,20 02:46:05,20 02:47:06,,20 03:21:34,380,175,59663,FALSE,San Jose,TRUE,25.47,5,0.89,0,0 days 00:35:29.000000000
12789,10 01:54:29,10 02:01:12,10 02:10:01,10 02:21:17,290,302,59684,FALSE,San Jose,TRUE,41.92,0,3.29,0,0 days 00:26:48.000000000
12790,04 04:00:27,04 04:01:00,04 04:13:51,04 04:42:08,343,303,59684,FALSE,San Jose,TRUE,46.77,6,1.87,0,0 days 00:41:41.000000000
12791,12 01:10:18,12 01:15:31,,12 02:00:28,290,304,59684,FALSE,San Jose,TRUE,31.56,0,3.51,0,0 days 00:50:10.000000000
12792,10 00:51:37,10 00:51:59,10 01:16:19,10 01:43:08,282,128,59693,TRUE,San Jose,TRUE,56.03,0,4.6,0,0 days 00:51:31.000000000
12793,10 23:53:12,10 23:55:03,11 00:06:09,11 00:34:03,177,128,59693,FALSE,San Jose,TRUE,103.88,0,9,0,0 days 00:40:51.000000000
12794,06 19:20:03,06 19:26:00,06 19:31:04,06 20:10:58,232,170,59693,FALSE,San Jose,TRUE,61.73,0,5.12,0,0 days 00:50:55.000000000
12795,05 21:55:16,05 21:59:47,05 22:14:42,05 22:47:40,220,175,59693,FALSE,San Jose,TRUE,77.99,0,6.62,0,0 days 00:52:24.000000000
12796,16 00:58:14,16 00:58:56,16 01:20:31,16 01:36:40,131,269,59693,FALSE,San Jose,TRUE,99.09,0,8.54,0,0 days 00:38:26.000000000
12797,05 01:35:11,05 01:53:33,05 02:26:35,05 02:47:44,160,271,59693,FALSE,San Jose,TRUE,37.56,0,2.89,0,0 days 01:12:33.000000000
12798,15 04:02:55,15 04:06:16,,15 04:48:25,334,288,59693,FALSE,San Jose,TRUE,102.25,0,8.83,0,0 days 00:45:30.000000000
12799,02 01:38:44,02 01:53:01,02 02:13:15,02 02:35:17,36,295,59693,FALSE,San Jose,TRUE,33.09,0,2.48,0,0 days 00:56:33.000000000
12800,01 01:22:58,01 01:33:08,01 01:55:54,01 02:04:39,243,297,59693,FALSE,San Jose,TRUE,41.43,0,3.25,0,0 days 00:41:41.000000000
12801,12 22:40:04,12 23:27:10,12 23:43:22,13 00:04:01,235,298,59693,TRUE,San Jose,FALSE,58.59,0,4.82,0,0 days 01:23:57.000000000
12802,20 20:41:40,20 20:42:45,20 20:57:30,20 21:06:07,36,319,59693,FALSE,San Jose,TRUE,73.47,0,6.19,0,0 days 00:24:27.000000000
12803,24 00:16:00,24 00:17:45,,24 00:44:54,189,325,59693,FALSE,San Jose,TRUE,66.3,0,5.54,0,0 days 00:28:54.000000000
12804,29 01:18:04,29 01:38:44,29 01:51:46,29 02:17:31,36,325,59693,FALSE,San Jose,TRUE,70.05,0,5.89,0,0 days 00:59:27.000000000
12805,03 02:46:52,03 02:48:37,03 02:58:52,03 03:19:09,343,326,59693,FALSE,San Jose,TRUE,50.58,0,4.09,0,0 days 00:32:17.000000000
12806,27 22:18:32,28 00:05:22,,28 00:44:24,131,369,59693,FALSE,San Jose,FALSE,50.58,0,4.09,0,0 days 02:25:52.000000000
12807,22 02:54:59,22 02:56:32,22 03:05:54,22 03:28:29,218,372,59693,TRUE,San Jose,TRUE,35.4,0,2.69,0,0 days 00:33:30.000000000
12808,21 03:07:19,21 03:30:38,21 03:59:09,21 04:17:38,381,76,59745,FALSE,Mountain View,TRUE,26.55,0,1.33,0,0 days 01:10:19.000000000
12809,28 22:45:53,28 23:27:03,,28 23:46:21,207,98,59745,FALSE,Mountain View,FALSE,19.54,0,0.98,0,0 days 01:00:28.000000000
12810,30 19:27:08,01 00:23:32,30 20:23:42,30 20:53:12,426,408,59745,FALSE,Mountain View,TRUE,17.85,0,0.89,0,0 days 01:26:04.000000000
12811,12 17:00:38,12 18:18:51,12 19:19:18,12 19:52:54,48,76,59776,FALSE,Palo Alto,FALSE,183.28,0,7.87,0,0 days 02:52:16.000000000
12812,30 01:06:30,30 01:07:59,30 01:16:10,30 01:36:44,377,181,59804,TRUE,San Jose,TRUE,34.76,6,1.32,0,0 days 00:30:14.000000000
12813,11 01:21:39,11 01:25:31,,11 02:02:30,87,39,59849,FALSE,Mountain View,TRUE,32.1,0,4.82,0,0 days 00:40:51.000000000
12814,18 00:34:29,18 00:39:23,,18 01:01:46,184,39,59849,FALSE,Mountain View,TRUE,22.75,0,3.41,0,0 days 00:27:17.000000000
12815,07 02:20:16,07 02:20:47,07 02:42:20,07 03:08:30,101,45,59849,FALSE,Mountain View,TRUE,38.73,6,5.81,0,0 days 00:48:14.000000000
12816,12 01:51:36,12 02:02:43,12 02:19:23,12 02:38:35,141,98,59849,TRUE,Mountain View,TRUE,32.59,0,4.89,0,0 days 00:46:59.000000000
12817,10 01:56:03,10 02:05:18,10 02:24:49,10 02:35:27,141,121,59849,FALSE,Mountain View,TRUE,33.68,0,5.05,0,0 days 00:39:24.000000000
12818,25 20:18:22,25 20:21:20,,25 21:15:00,334,270,60032,FALSE,San Jose,TRUE,24.48,6,1.69,0,0 days 00:56:38.000000000
12819,27 22:35:28,28 00:14:41,,28 00:46:35,345,5,60072,FALSE,Palo Alto,FALSE,70.05,0,8.83,0,0 days 02:11:07.000000000
12820,01 22:50:13,01 23:15:17,01 23:41:56,01 23:57:46,288,18,60072,FALSE,Palo Alto,FALSE,56.3,0,6.93,0,0 days 01:07:33.000000000
12821,01 00:04:49,01 00:07:40,01 00:17:50,01 00:46:26,133,86,60072,TRUE,Palo Alto,TRUE,61.98,0,2.57,0,0 days 00:41:37.000000000
12822,19 00:44:17,19 00:46:12,19 00:57:24,19 01:22:02,288,86,60072,FALSE,Palo Alto,TRUE,66.01,0,8.27,0,0 days 00:37:45.000000000
12823,26 01:01:04,26 01:33:46,,26 02:05:39,320,258,60072,FALSE,Palo Alto,TRUE,49.39,0,5.98,0,0 days 01:04:35.000000000
12824,03 19:23:46,03 19:23:57,,03 20:19:08,267,8,60094,FALSE,Palo Alto,TRUE,43.9,0,3.48,0,0 days 00:55:22.000000000
12825,05 20:29:12,06 00:01:35,06 00:19:29,06 00:56:44,355,9,60094,FALSE,Palo Alto,FALSE,195.58,0,16.88,0,0 days 04:27:32.000000000
12826,19 22:03:50,19 23:41:56,20 00:16:29,20 00:35:35,195,9,60094,TRUE,Palo Alto,FALSE,145.65,0,12.29,0,0 days 02:31:45.000000000
12827,03 23:40:51,03 23:41:39,04 00:19:06,04 00:53:20,190,10,60094,FALSE,Palo Alto,FALSE,93.22,0,8.02,0,0 days 01:12:29.000000000
12828,08 23:36:07,08 23:37:24,09 00:37:06,09 00:49:22,154,47,60094,FALSE,Palo Alto,FALSE,94.96,0,8.18,0,0 days 01:13:15.000000000
12829,10 21:12:35,10 23:39:53,11 00:02:27,11 00:25:22,313,83,60094,FALSE,Palo Alto,FALSE,75.98,0,6.43,0,0 days 03:12:47.000000000
12830,07 03:16:35,07 03:18:58,07 03:39:03,07 04:12:26,168,267,60158,FALSE,San Jose,TRUE,33.73,0,1.69,0,0 days 00:55:51.000000000
12831,13 02:36:12,13 03:01:27,13 03:10:08,13 03:58:53,100,276,60158,FALSE,San Jose,TRUE,38.59,0,3.86,0,0 days 01:22:41.000000000
12832,29 23:47:30,29 23:51:55,30 00:31:51,30 00:59:49,399,94,60159,FALSE,Palo Alto,FALSE,151.2,0,12.8,0,0 days 01:12:19.000000000
12833,18 19:01:43,18 19:03:23,18 19:18:17,18 19:53:26,157,99,60159,FALSE,Palo Alto,TRUE,57,0,4.69,0,0 days 00:51:43.000000000
12834,24 00:00:53,24 00:01:26,24 00:13:52,24 01:03:23,358,99,60159,TRUE,Palo Alto,TRUE,96.15,0,8.29,0,0 days 01:02:30.000000000
12835,20 23:55:30,20 23:57:50,,21 00:36:11,193,100,60159,TRUE,Palo Alto,TRUE,96.64,0,8.33,0,0 days 00:40:41.000000000
12836,25 23:45:42,26 00:00:26,,26 00:48:54,84,360,60159,FALSE,Palo Alto,TRUE,88.43,0,7.58,0,0 days 01:03:12.000000000
12837,12 23:55:26,13 00:28:00,13 01:13:47,13 01:20:29,102,57,60190,FALSE,Mountain View,FALSE,38.03,0,0,0,0 days 01:25:03.000000000
12838,26 23:02:33,27 00:11:16,,27 00:55:47,337,62,60190,FALSE,Mountain View,FALSE,35.85,0,0,0,0 days 01:53:14.000000000
12839,06 00:38:04,06 00:42:56,,06 01:29:10,277,95,60190,FALSE,Mountain View,TRUE,76.69,0,0,0,0 days 00:51:06.000000000
12840,01 03:15:22,01 03:44:41,01 03:27:07,01 04:05:37,282,331,60208,TRUE,San Jose,TRUE,42.3,0,4.99,0,0 days 00:50:15.000000000
12841,08 03:16:39,08 03:18:40,08 03:26:07,08 03:56:42,73,9,60243,TRUE,Palo Alto,TRUE,44.55,0,5.31,0,0 days 00:40:03.000000000
12842,04 04:53:37,04 04:53:51,04 05:00:29,04 05:27:44,222,107,60243,FALSE,Palo Alto,TRUE,49.45,0,4.95,0,0 days 00:34:07.000000000
12843,15 04:32:27,15 04:34:43,15 04:49:26,15 05:10:56,314,107,60243,FALSE,Palo Alto,TRUE,55.43,0,6,0,0 days 00:38:29.000000000
12844,17 04:41:05,17 04:41:42,17 04:53:17,17 05:24:38,215,107,60243,FALSE,Palo Alto,TRUE,48.85,0,2.44,0,0 days 00:43:33.000000000
12845,11 01:56:59,11 01:57:37,11 02:11:00,11 02:33:18,67,124,60243,TRUE,Palo Alto,TRUE,26.39,0,2.81,0,0 days 00:36:19.000000000
12846,12 01:35:21,12 01:55:02,,12 02:48:00,115,124,60243,TRUE,Palo Alto,TRUE,31.82,0,4.77,0,0 days 01:12:39.000000000
12847,06 03:00:18,06 03:06:41,06 03:11:11,06 03:42:10,216,233,60243,FALSE,Palo Alto,TRUE,29.87,0,3.28,0,0 days 00:41:52.000000000
12848,09 00:54:16,09 00:56:27,09 01:01:47,09 01:18:03,156,233,60243,FALSE,Palo Alto,TRUE,40.66,0,4.77,0,0 days 00:23:47.000000000
12849,29 02:39:19,29 02:41:24,29 02:58:35,29 03:16:04,430,233,60243,FALSE,Palo Alto,TRUE,29.82,0,3.27,0,0 days 00:36:45.000000000
12850,19 00:51:00,19 00:51:28,19 00:59:44,19 01:24:10,154,268,60243,FALSE,Palo Alto,TRUE,53.69,0,5.37,0,0 days 00:33:10.000000000
12851,13 00:59:23,13 01:02:31,13 01:25:40,13 01:48:17,198,324,60243,FALSE,Palo Alto,TRUE,73.21,0,7.32,0,0 days 00:48:54.000000000
12852,26 02:49:16,26 03:32:53,,26 04:10:46,349,324,60243,FALSE,Palo Alto,TRUE,47.22,0,4,0,0 days 01:21:30.000000000
12853,15 00:34:11,15 00:35:31,15 00:43:57,15 00:57:24,243,280,60248,FALSE,San Jose,TRUE,49.55,0,1.99,0,0 days 00:23:13.000000000
12854,10 02:44:20,10 02:45:09,10 02:53:39,10 03:53:56,360,20,60304,FALSE,Palo Alto,TRUE,34.17,0,1.29,0,0 days 01:09:36.000000000
12855,13 03:09:07,13 03:10:03,13 03:43:40,13 04:12:10,198,23,60304,TRUE,Palo Alto,TRUE,102.73,0,4.44,0,0 days 01:03:03.000000000
12856,06 01:42:36,06 01:59:00,,06 02:52:11,60,28,60304,FALSE,Palo Alto,TRUE,89.41,0,3.71,0,0 days 01:09:35.000000000
12857,11 02:58:03,11 03:00:38,11 03:11:05,11 03:32:21,240,28,60304,TRUE,Palo Alto,TRUE,39.55,0,1.54,0,0 days 00:34:18.000000000
12858,29 02:20:55,29 02:25:03,,29 03:02:09,321,28,60304,TRUE,Palo Alto,TRUE,63.37,0,3.17,0,0 days 00:41:14.000000000
12859,12 02:38:38,12 02:41:29,12 02:55:44,12 03:30:21,86,49,60304,FALSE,Palo Alto,TRUE,56.03,0,2.3,0,0 days 00:51:43.000000000
12860,18 02:45:31,18 02:46:09,18 02:59:21,18 03:20:52,311,64,60304,FALSE,Palo Alto,TRUE,57,0,2.34,0,0 days 00:35:21.000000000
12861,17 02:36:52,17 02:37:59,17 02:53:55,17 03:17:47,308,107,60304,TRUE,Palo Alto,TRUE,48.9,0,1.97,0,0 days 00:40:55.000000000
12862,02 19:40:07,02 19:42:46,02 19:57:11,02 20:10:42,145,220,60304,FALSE,Palo Alto,TRUE,52.22,0,2.12,0,0 days 00:30:35.000000000
12863,09 02:43:28,09 02:44:17,09 02:58:25,09 03:14:13,353,220,60304,FALSE,Palo Alto,TRUE,57.06,0,2.34,0,0 days 00:30:45.000000000
12864,07 02:51:46,07 02:53:30,07 03:01:09,07 03:32:36,268,308,60347,TRUE,San Jose,TRUE,48.55,6,4.86,0,0 days 00:40:50.000000000
12865,19 03:01:19,19 03:13:37,,19 03:50:58,235,308,60347,TRUE,San Jose,TRUE,44.34,0,4.43,0,0 days 00:49:39.000000000
12866,30 02:37:40,30 02:38:17,30 02:56:06,30 03:16:22,36,308,60347,FALSE,San Jose,TRUE,45.55,0,4.56,0,0 days 00:38:42.000000000
12867,21 01:03:30,21 01:55:05,21 02:00:01,21 02:12:49,84,3,60422,FALSE,Palo Alto,TRUE,34.27,0,1.3,0,0 days 01:09:19.000000000
12868,25 18:19:04,25 18:39:09,,25 19:29:28,206,72,60422,FALSE,Palo Alto,FALSE,37.07,0,1.42,0,0 days 01:10:24.000000000
12869,14 01:54:00,14 02:00:03,,14 02:58:53,315,96,60430,FALSE,Palo Alto,TRUE,44.61,0,2.23,0,0 days 01:04:53.000000000
12870,06 23:23:56,06 23:51:46,07 00:01:12,07 00:24:05,347,233,60430,FALSE,Palo Alto,FALSE,34.23,0,1.71,0,0 days 01:00:09.000000000
12871,02 00:46:53,02 00:49:44,02 01:04:47,02 01:43:33,276,27,60450,FALSE,Palo Alto,TRUE,109.26,0,4.74,0,0 days 00:56:40.000000000
12872,23 23:30:35,24 01:47:30,24 02:27:42,24 02:39:48,343,87,60535,FALSE,Mountain View,FALSE,40.75,0,2.04,0,0 days 03:09:13.000000000
12873,20 01:45:21,20 01:54:48,20 02:02:54,20 02:35:21,366,5,60569,TRUE,Palo Alto,TRUE,50.53,0,2.53,0,0 days 00:50:00.000000000
12874,06 01:45:54,06 01:56:55,06 02:34:17,06 02:47:49,56,20,60569,FALSE,Palo Alto,TRUE,45.04,12,2.25,0,0 days 01:01:55.000000000
12875,15 23:18:15,15 23:38:52,16 00:01:21,16 00:09:13,370,3,60575,FALSE,Palo Alto,FALSE,16.33,0,1.42,0,0 days 00:50:58.000000000
12876,20 04:10:05,20 04:11:25,20 04:18:56,20 04:35:02,299,3,60575,FALSE,Palo Alto,TRUE,21.22,0,0.7,0,0 days 00:24:57.000000000
12877,24 04:52:08,24 04:54:11,24 05:02:45,24 05:35:27,79,4,60575,FALSE,Palo Alto,TRUE,26.01,0,0.92,0,0 days 00:43:19.000000000
12878,17 01:45:34,17 01:54:24,17 02:00:54,17 02:28:37,328,18,60575,FALSE,Palo Alto,TRUE,19.49,0,0.62,0,0 days 00:43:03.000000000
12879,18 02:47:05,18 02:47:48,18 02:58:03,18 03:25:36,324,205,60575,FALSE,Palo Alto,TRUE,27.64,0,0.99,0,0 days 00:38:31.000000000
12880,01 00:56:29,01 00:59:39,,01 01:40:33,215,94,60600,FALSE,Palo Alto,TRUE,91.64,0,2,0,0 days 00:44:04.000000000
12881,06 02:58:59,06 03:04:55,06 03:29:35,06 03:52:22,254,219,60600,TRUE,Palo Alto,TRUE,35.2,0,0,0,0 days 00:53:23.000000000
12882,14 02:39:57,14 02:44:30,14 02:52:59,14 03:20:49,160,301,60623,FALSE,San Jose,TRUE,24.98,0,3.75,0,0 days 00:40:52.000000000
12883,29 01:31:50,29 02:05:47,29 02:44:39,29 02:53:06,427,308,60623,TRUE,San Jose,TRUE,25.17,0,3.78,0,0 days 01:21:16.000000000
12884,18 01:04:11,18 01:07:44,18 01:20:48,18 01:47:53,109,320,60623,FALSE,San Jose,TRUE,33.02,0,3.3,0,0 days 00:43:42.000000000
12885,25 01:31:53,25 01:42:33,25 01:56:12,25 02:07:06,168,320,60623,FALSE,San Jose,TRUE,22.2,0,3.33,0,0 days 00:35:13.000000000
12886,30 06:16:06,,,30 19:14:41,36,15,60669,TRUE,San Jose,FALSE,165,0,0,0,0 days 12:58:35.000000000
12887,06 03:49:18,06 03:55:28,06 04:33:42,06 04:51:33,353,76,60669,FALSE,Palo Alto,TRUE,35.2,0,3.52,0,0 days 01:02:15.000000000
12888,12 22:03:24,12 23:27:35,12 23:33:18,13 00:04:30,66,97,60669,FALSE,Palo Alto,FALSE,38.84,0,3.88,0,0 days 02:01:06.000000000
12889,06 21:03:19,06 21:03:37,,06 21:37:16,134,109,60669,FALSE,Palo Alto,TRUE,29.9,0,3.29,0,0 days 00:33:57.000000000
12890,27 20:13:42,27 20:42:01,,27 21:24:36,155,109,60669,FALSE,Palo Alto,TRUE,33.15,0,1.66,0,0 days 01:10:54.000000000
12891,06 01:03:41,06 01:06:51,06 01:48:30,06 02:12:06,117,41,60670,FALSE,Mountain View,TRUE,201.99,0,17.47,0,0 days 01:08:25.000000000
12892,04 02:17:30,04 02:37:18,,04 03:05:27,274,112,60670,TRUE,Mountain View,TRUE,22.26,0,2.24,0,0 days 00:47:57.000000000
12893,07 01:38:24,07 01:58:53,,07 02:49:13,89,112,60670,FALSE,Mountain View,TRUE,22.26,0,2.24,0,0 days 01:10:49.000000000
12894,12 19:23:41,12 19:33:07,12 19:49:54,12 20:09:35,297,218,60670,TRUE,Mountain View,TRUE,26.12,0,2.77,0,0 days 00:45:54.000000000
12895,12 02:06:42,12 03:04:55,12 03:33:07,12 04:10:54,235,129,60735,TRUE,San Jose,FALSE,46.24,0,0,0,0 days 02:04:12.000000000
12896,06 03:46:20,06 03:49:39,,06 05:04:27,287,32,60736,FALSE,Mountain View,TRUE,23.89,0,0.82,0,0 days 01:18:07.000000000
12897,04 02:43:25,04 02:59:39,04 03:08:05,04 03:44:39,279,57,60736,FALSE,Mountain View,TRUE,39.06,0,1.52,0,0 days 01:01:14.000000000
12898,12 03:23:11,12 03:43:30,12 03:54:33,12 04:33:10,190,240,60736,FALSE,Mountain View,TRUE,53.74,0,2.19,0,0 days 01:09:59.000000000
12899,24 02:44:16,24 02:47:22,24 02:59:30,24 03:25:00,184,349,60736,FALSE,Mountain View,TRUE,37.81,0,1.46,0,0 days 00:40:44.000000000
12900,06 02:34:36,06 02:56:40,06 03:08:18,06 03:27:28,341,53,60737,TRUE,Palo Alto,TRUE,64.13,0,2.67,0,0 days 00:52:52.000000000
12901,20 03:05:13,20 03:10:11,20 03:16:24,20 03:44:14,87,53,60737,FALSE,Palo Alto,TRUE,64.13,0,2.67,0,0 days 00:39:01.000000000
12902,15 03:30:04,15 03:30:35,15 03:45:33,15 04:01:28,299,7,60766,FALSE,Palo Alto,TRUE,23.94,0,0.82,0,0 days 00:31:24.000000000
12903,04 04:12:20,04 04:12:56,04 04:20:19,04 04:40:18,216,68,60766,TRUE,Palo Alto,TRUE,28.84,0,1.05,0,0 days 00:27:58.000000000
12904,09 04:04:30,09 04:04:39,09 04:18:03,09 04:48:05,275,68,60766,FALSE,Palo Alto,TRUE,28.84,0,1.05,0,0 days 00:43:35.000000000
12905,18 04:00:59,18 04:01:31,18 04:15:42,18 04:32:27,376,68,60766,FALSE,Palo Alto,TRUE,28.84,0,1.05,0,0 days 00:31:28.000000000
12906,07 04:09:29,07 04:09:44,07 04:22:06,07 04:47:34,259,81,60766,FALSE,Palo Alto,TRUE,27.69,0,0.99,0,0 days 00:38:05.000000000
12907,16 04:34:33,16 04:36:31,16 04:39:55,16 05:01:19,343,200,60766,FALSE,Palo Alto,TRUE,27.21,0,0.97,0,0 days 00:26:46.000000000
12908,21 04:13:54,21 04:18:15,21 04:30:17,21 04:51:21,275,200,60766,TRUE,Palo Alto,TRUE,28.78,0,1.04,0,0 days 00:37:27.000000000
